,Game_id,Event_Num,Event_Msg_Type,Period,WC_Time,PC_Time,Action_Type,Option1,Option2,Option3,Team_id,Person1,Person2,Team_id_type,Event_Msg_Type_Description,Action_Type_Description,Team_id_check,Team_id_check2
10,021fd159b55773fba8157e2090fe0fe2,28,1,1,549093,4870,80,2,0,0,012059d397c0b7e5a30a5bb89c0b075e,881f83d2dee3f18c7d1751659406144e,2b313e2bcef0268bc8e9415132ba9997,2,Made Shot,Step Back Jump shot,012059d397c0b7e5a30a5bb89c0b075e,012059d397c0b7e5a30a5bb89c0b075e
11,021fd159b55773fba8157e2090fe0fe2,31,8,1,549896,4790,0,0,0,0,cff694c8186a4bd377de400e4f60fe47,89706b99ddd00dc05d37ef5cafc04276,d6bc5eb6ed54c734628cb4d237f99031,3,Substitution,,012059d397c0b7e5a30a5bb89c0b075e,012059d397c0b7e5a30a5bb89c0b075e
12,021fd159b55773fba8157e2090fe0fe2,33,8,1,549917,4790,0,0,0,0,cff694c8186a4bd377de400e4f60fe47,a99f44bbff39e352191a870e17f04537,1362d9ad805e7cc4ea3a9467c91142d6,3,Substitution,,012059d397c0b7e5a30a5bb89c0b075e,012059d397c0b7e5a30a5bb89c0b075e
13,021fd159b55773fba8157e2090fe0fe2,41,1,1,550442,4340,106,2,1,0,012059d397c0b7e5a30a5bb89c0b075e,d6bc5eb6ed54c734628cb4d237f99031,2b313e2bcef0268bc8e9415132ba9997,2,Made Shot,Running Alley Oop Dunk Shot,012059d397c0b7e5a30a5bb89c0b075e,012059d397c0b7e5a30a5bb89c0b075e
14,021fd159b55773fba8157e2090fe0fe2,46,6,1,550800,4070,2,0,0,2,cff694c8186a4bd377de400e4f60fe47,881f83d2dee3f18c7d1751659406144e,307beab25b1021a548b4a47550bc4b25,3,Foul,Shooting,012059d397c0b7e5a30a5bb89c0b075e,cff694c8186a4bd377de400e4f60fe47
15,021fd159b55773fba8157e2090fe0fe2,47,3,1,551021,4070,11,1,0,0,cff694c8186a4bd377de400e4f60fe47,307beab25b1021a548b4a47550bc4b25,6bcf6c1f8c373d25fca1579bc4464a91,3,Free Throw,Free Throw 1 of 2,cff694c8186a4bd377de400e4f60fe47,
16,021fd159b55773fba8157e2090fe0fe2,49,3,1,551075,4070,12,1,0,0,cff694c8186a4bd377de400e4f60fe47,307beab25b1021a548b4a47550bc4b25,6bcf6c1f8c373d25fca1579bc4464a91,3,Free Throw,Free Throw 2 of 2,cff694c8186a4bd377de400e4f60fe47,
17,021fd159b55773fba8157e2090fe0fe2,55,6,1,551497,3830,2,0,1,2,cff694c8186a4bd377de400e4f60fe47,d6bc5eb6ed54c734628cb4d237f99031,c00264c3114d23bac482e9de50fb7d28,3,Foul,Shooting,012059d397c0b7e5a30a5bb89c0b075e,cff694c8186a4bd377de400e4f60fe47
18,021fd159b55773fba8157e2090fe0fe2,56,3,1,551737,3830,11,1,1,0,cff694c8186a4bd377de400e4f60fe47,c00264c3114d23bac482e9de50fb7d28,6bcf6c1f8c373d25fca1579bc4464a91,3,Free Throw,Free Throw 1 of 2,cff694c8186a4bd377de400e4f60fe47,
19,021fd159b55773fba8157e2090fe0fe2,58,8,1,551803,3830,0,0,0,0,cff694c8186a4bd377de400e4f60fe47,881f83d2dee3f18c7d1751659406144e,b2fada91a0c8a0f400623c425286ae2e,3,Substitution,,012059d397c0b7e5a30a5bb89c0b075e,012059d397c0b7e5a30a5bb89c0b075e
20,021fd159b55773fba8157e2090fe0fe2,59,3,1,551860,3830,12,1,1,0,cff694c8186a4bd377de400e4f60fe47,c00264c3114d23bac482e9de50fb7d28,6bcf6c1f8c373d25fca1579bc4464a91,3,Free Throw,Free Throw 2 of 2,cff694c8186a4bd377de400e4f60fe47,
21,021fd159b55773fba8157e2090fe0fe2,61,1,1,552222,3620,73,2,0,0,012059d397c0b7e5a30a5bb89c0b075e,cec898a1d355dbfbad8c760615fde1af,2b313e2bcef0268bc8e9415132ba9997,2,Made Shot,Driving Reverse Layup Shot,012059d397c0b7e5a30a5bb89c0b075e,012059d397c0b7e5a30a5bb89c0b075e
22,021fd159b55773fba8157e2090fe0fe2,62,1,1,552357,3480,47,2,0,0,cff694c8186a4bd377de400e4f60fe47,307beab25b1021a548b4a47550bc4b25,6bcf6c1f8c373d25fca1579bc4464a91,3,Made Shot,Turnaround Jump Shot,cff694c8186a4bd377de400e4f60fe47,
23,021fd159b55773fba8157e2090fe0fe2,70,1,1,552875,2960,106,2,1,0,012059d397c0b7e5a30a5bb89c0b075e,d6bc5eb6ed54c734628cb4d237f99031,2b313e2bcef0268bc8e9415132ba9997,2,Made Shot,Running Alley Oop Dunk Shot,012059d397c0b7e5a30a5bb89c0b075e,012059d397c0b7e5a30a5bb89c0b075e
24,021fd159b55773fba8157e2090fe0fe2,73,6,1,553247,2630,1,0,0,0,012059d397c0b7e5a30a5bb89c0b075e,307beab25b1021a548b4a47550bc4b25,d6bc5eb6ed54c734628cb4d237f99031,2,Foul,Personal,cff694c8186a4bd377de400e4f60fe47,012059d397c0b7e5a30a5bb89c0b075e
25,021fd159b55773fba8157e2090fe0fe2,76,8,1,554600,2630,0,0,0,0,012059d397c0b7e5a30a5bb89c0b075e,33963fe856a1523ff46438ba07d1d99f,603daefb2fa321f3abab289805fdcc25,2,Substitution,,cff694c8186a4bd377de400e4f60fe47,cff694c8186a4bd377de400e4f60fe47
26,021fd159b55773fba8157e2090fe0fe2,77,8,1,554639,2630,0,0,0,0,012059d397c0b7e5a30a5bb89c0b075e,2b313e2bcef0268bc8e9415132ba9997,a99f44bbff39e352191a870e17f04537,2,Substitution,,012059d397c0b7e5a30a5bb89c0b075e,012059d397c0b7e5a30a5bb89c0b075e
27,021fd159b55773fba8157e2090fe0fe2,81,1,1,555101,2480,44,2,0,0,012059d397c0b7e5a30a5bb89c0b075e,d6bc5eb6ed54c734628cb4d237f99031,6bcf6c1f8c373d25fca1579bc4464a91,2,Made Shot,Reverse Layup Shot,012059d397c0b7e5a30a5bb89c0b075e,
28,021fd159b55773fba8157e2090fe0fe2,84,1,1,555244,2330,50,2,1,0,012059d397c0b7e5a30a5bb89c0b075e,d6bc5eb6ed54c734628cb4d237f99031,6bcf6c1f8c373d25fca1579bc4464a91,2,Made Shot,Running Dunk Shot,012059d397c0b7e5a30a5bb89c0b075e,
29,021fd159b55773fba8157e2090fe0fe2,87,6,1,555670,1940,2,0,0,2,012059d397c0b7e5a30a5bb89c0b075e,603daefb2fa321f3abab289805fdcc25,1362d9ad805e7cc4ea3a9467c91142d6,2,Foul,Shooting,cff694c8186a4bd377de400e4f60fe47,012059d397c0b7e5a30a5bb89c0b075e
30,021fd159b55773fba8157e2090fe0fe2,88,3,1,555777,1940,11,1,0,0,012059d397c0b7e5a30a5bb89c0b075e,1362d9ad805e7cc4ea3a9467c91142d6,6bcf6c1f8c373d25fca1579bc4464a91,2,Free Throw,Free Throw 1 of 2,012059d397c0b7e5a30a5bb89c0b075e,
31,021fd159b55773fba8157e2090fe0fe2,90,8,1,555906,1940,0,0,0,0,012059d397c0b7e5a30a5bb89c0b075e,cec898a1d355dbfbad8c760615fde1af,881f83d2dee3f18c7d1751659406144e,2,Substitution,,012059d397c0b7e5a30a5bb89c0b075e,012059d397c0b7e5a30a5bb89c0b075e
32,021fd159b55773fba8157e2090fe0fe2,91,8,1,555919,1940,0,0,0,0,012059d397c0b7e5a30a5bb89c0b075e,27ea17a8685c4919f157e83fe9cb2d9e,60b5f9f68ccbbf7ba3fa13a2189e2775,2,Substitution,,cff694c8186a4bd377de400e4f60fe47,cff694c8186a4bd377de400e4f60fe47
33,021fd159b55773fba8157e2090fe0fe2,92,8,1,555999,1940,0,0,0,0,012059d397c0b7e5a30a5bb89c0b075e,d6bc5eb6ed54c734628cb4d237f99031,89706b99ddd00dc05d37ef5cafc04276,2,Substitution,,012059d397c0b7e5a30a5bb89c0b075e,012059d397c0b7e5a30a5bb89c0b075e
34,021fd159b55773fba8157e2090fe0fe2,93,8,1,556025,1940,0,0,0,0,012059d397c0b7e5a30a5bb89c0b075e,57bbd7e30bc694aeee9ee40c583e6811,c1fe6ed491d04e3cdf50755dff23b263,2,Substitution,,cff694c8186a4bd377de400e4f60fe47,cff694c8186a4bd377de400e4f60fe47
35,021fd159b55773fba8157e2090fe0fe2,94,3,1,556150,1940,12,1,0,0,012059d397c0b7e5a30a5bb89c0b075e,1362d9ad805e7cc4ea3a9467c91142d6,6bcf6c1f8c373d25fca1579bc4464a91,2,Free Throw,Free Throw 2 of 2,012059d397c0b7e5a30a5bb89c0b075e,
36,021fd159b55773fba8157e2090fe0fe2,102,6,1,556597,1680,2,0,1,2,cff694c8186a4bd377de400e4f60fe47,1362d9ad805e7cc4ea3a9467c91142d6,603daefb2fa321f3abab289805fdcc25,3,Foul,Shooting,012059d397c0b7e5a30a5bb89c0b075e,cff694c8186a4bd377de400e4f60fe47
37,021fd159b55773fba8157e2090fe0fe2,104,3,1,558203,1680,11,1,1,0,cff694c8186a4bd377de400e4f60fe47,603daefb2fa321f3abab289805fdcc25,6bcf6c1f8c373d25fca1579bc4464a91,3,Free Throw,Free Throw 1 of 2,cff694c8186a4bd377de400e4f60fe47,
38,021fd159b55773fba8157e2090fe0fe2,106,3,1,558268,1680,12,1,1,0,cff694c8186a4bd377de400e4f60fe47,603daefb2fa321f3abab289805fdcc25,6bcf6c1f8c373d25fca1579bc4464a91,3,Free Throw,Free Throw 2 of 2,cff694c8186a4bd377de400e4f60fe47,
39,021fd159b55773fba8157e2090fe0fe2,108,1,1,558531,1500,57,2,0,0,012059d397c0b7e5a30a5bb89c0b075e,b2fada91a0c8a0f400623c425286ae2e,6bcf6c1f8c373d25fca1579bc4464a91,2,Made Shot,Driving Hook Shot,012059d397c0b7e5a30a5bb89c0b075e,
40,021fd159b55773fba8157e2090fe0fe2,109,6,1,558680,1390,1,0,0,0,cff694c8186a4bd377de400e4f60fe47,1362d9ad805e7cc4ea3a9467c91142d6,c00264c3114d23bac482e9de50fb7d28,3,Foul,Personal,012059d397c0b7e5a30a5bb89c0b075e,cff694c8186a4bd377de400e4f60fe47
41,021fd159b55773fba8157e2090fe0fe2,111,1,1,558984,1260,97,2,0,0,cff694c8186a4bd377de400e4f60fe47,307beab25b1021a548b4a47550bc4b25,6bcf6c1f8c373d25fca1579bc4464a91,3,Made Shot,Tip Layup Shot,cff694c8186a4bd377de400e4f60fe47,
42,021fd159b55773fba8157e2090fe0fe2,120,6,1,559633,780,26,0,1,0,cff694c8186a4bd377de400e4f60fe47,603daefb2fa321f3abab289805fdcc25,881f83d2dee3f18c7d1751659406144e,3,Foul,Offensive Charge,cff694c8186a4bd377de400e4f60fe47,012059d397c0b7e5a30a5bb89c0b075e
43,021fd159b55773fba8157e2090fe0fe2,123,1,1,559878,600,97,2,0,0,012059d397c0b7e5a30a5bb89c0b075e,89706b99ddd00dc05d37ef5cafc04276,6bcf6c1f8c373d25fca1579bc4464a91,2,Made Shot,Tip Layup Shot,012059d397c0b7e5a30a5bb89c0b075e,
44,021fd159b55773fba8157e2090fe0fe2,127,1,1,560088,404,42,2,0,0,012059d397c0b7e5a30a5bb89c0b075e,b2fada91a0c8a0f400623c425286ae2e,6bcf6c1f8c373d25fca1579bc4464a91,2,Made Shot,Driving Layup Shot,012059d397c0b7e5a30a5bb89c0b075e,
45,021fd159b55773fba8157e2090fe0fe2,130,6,1,560392,167,1,0,0,0,012059d397c0b7e5a30a5bb89c0b075e,60b5f9f68ccbbf7ba3fa13a2189e2775,89706b99ddd00dc05d37ef5cafc04276,2,Foul,Personal,cff694c8186a4bd377de400e4f60fe47,012059d397c0b7e5a30a5bb89c0b075e
46,021fd159b55773fba8157e2090fe0fe2,136,13,1,560837,0,0,0,0,0,cff694c8186a4bd377de400e4f60fe47,6bcf6c1f8c373d25fca1579bc4464a91,6bcf6c1f8c373d25fca1579bc4464a91,3,End Period,,,
47,021fd159b55773fba8157e2090fe0fe2,138,12,2,562368,7200,0,0,0,0,cff694c8186a4bd377de400e4f60fe47,6bcf6c1f8c373d25fca1579bc4464a91,6bcf6c1f8c373d25fca1579bc4464a91,3,Start Period,,,
48,021fd159b55773fba8157e2090fe0fe2,139,6,2,562533,7090,1,0,0,0,cff694c8186a4bd377de400e4f60fe47,2d9594e4d250679e7a3383ad5ccd2f44,c1fe6ed491d04e3cdf50755dff23b263,3,Foul,Personal,012059d397c0b7e5a30a5bb89c0b075e,cff694c8186a4bd377de400e4f60fe47
49,021fd159b55773fba8157e2090fe0fe2,140,1,2,562698,7020,80,2,0,0,cff694c8186a4bd377de400e4f60fe47,33963fe856a1523ff46438ba07d1d99f,8bb18fb1d0cc10c985afa823ecec6d18,3,Made Shot,Step Back Jump shot,cff694c8186a4bd377de400e4f60fe47,cff694c8186a4bd377de400e4f60fe47
50,021fd159b55773fba8157e2090fe0fe2,141,6,2,562885,6900,27,0,0,0,012059d397c0b7e5a30a5bb89c0b075e,8bb18fb1d0cc10c985afa823ecec6d18,89706b99ddd00dc05d37ef5cafc04276,2,Foul,Personal Block,cff694c8186a4bd377de400e4f60fe47,012059d397c0b7e5a30a5bb89c0b075e
51,021fd159b55773fba8157e2090fe0fe2,142,1,2,563125,6780,42,2,0,0,012059d397c0b7e5a30a5bb89c0b075e,89706b99ddd00dc05d37ef5cafc04276,2d9594e4d250679e7a3383ad5ccd2f44,2,Made Shot,Driving Layup Shot,012059d397c0b7e5a30a5bb89c0b075e,012059d397c0b7e5a30a5bb89c0b075e
52,021fd159b55773fba8157e2090fe0fe2,147,1,2,563597,6320,47,2,0,0,cff694c8186a4bd377de400e4f60fe47,603daefb2fa321f3abab289805fdcc25,6bcf6c1f8c373d25fca1579bc4464a91,3,Made Shot,Turnaround Jump Shot,cff694c8186a4bd377de400e4f60fe47,
53,021fd159b55773fba8157e2090fe0fe2,148,1,2,563719,6190,1,3,0,0,012059d397c0b7e5a30a5bb89c0b075e,89706b99ddd00dc05d37ef5cafc04276,a99f44bbff39e352191a870e17f04537,2,Made Shot,Jump Shot,012059d397c0b7e5a30a5bb89c0b075e,012059d397c0b7e5a30a5bb89c0b075e
54,021fd159b55773fba8157e2090fe0fe2,152,6,2,564092,5900,3,0,0,0,012059d397c0b7e5a30a5bb89c0b075e,c1fe6ed491d04e3cdf50755dff23b263,d6bc5eb6ed54c734628cb4d237f99031,2,Foul,Loose Ball,cff694c8186a4bd377de400e4f60fe47,012059d397c0b7e5a30a5bb89c0b075e
55,021fd159b55773fba8157e2090fe0fe2,153,8,2,564164,5900,0,0,0,0,012059d397c0b7e5a30a5bb89c0b075e,a99f44bbff39e352191a870e17f04537,2b313e2bcef0268bc8e9415132ba9997,2,Substitution,,012059d397c0b7e5a30a5bb89c0b075e,012059d397c0b7e5a30a5bb89c0b075e
56,021fd159b55773fba8157e2090fe0fe2,154,8,2,564177,5900,0,0,0,0,012059d397c0b7e5a30a5bb89c0b075e,b2fada91a0c8a0f400623c425286ae2e,cec898a1d355dbfbad8c760615fde1af,2,Substitution,,012059d397c0b7e5a30a5bb89c0b075e,012059d397c0b7e5a30a5bb89c0b075e
57,021fd159b55773fba8157e2090fe0fe2,159,6,2,564716,5490,2,0,0,2,012059d397c0b7e5a30a5bb89c0b075e,60b5f9f68ccbbf7ba3fa13a2189e2775,89706b99ddd00dc05d37ef5cafc04276,2,Foul,Shooting,cff694c8186a4bd377de400e4f60fe47,012059d397c0b7e5a30a5bb89c0b075e
58,021fd159b55773fba8157e2090fe0fe2,160,3,2,564876,5490,11,1,0,0,012059d397c0b7e5a30a5bb89c0b075e,89706b99ddd00dc05d37ef5cafc04276,6bcf6c1f8c373d25fca1579bc4464a91,2,Free Throw,Free Throw 1 of 2,012059d397c0b7e5a30a5bb89c0b075e,
59,021fd159b55773fba8157e2090fe0fe2,162,3,2,564998,5490,12,1,0,0,012059d397c0b7e5a30a5bb89c0b075e,89706b99ddd00dc05d37ef5cafc04276,6bcf6c1f8c373d25fca1579bc4464a91,2,Free Throw,Free Throw 2 of 2,012059d397c0b7e5a30a5bb89c0b075e,
60,021fd159b55773fba8157e2090fe0fe2,164,1,2,565286,5330,42,2,0,0,cff694c8186a4bd377de400e4f60fe47,33963fe856a1523ff46438ba07d1d99f,6bcf6c1f8c373d25fca1579bc4464a91,3,Made Shot,Driving Layup Shot,cff694c8186a4bd377de400e4f60fe47,
61,021fd159b55773fba8157e2090fe0fe2,165,6,2,565435,5250,1,0,0,0,012059d397c0b7e5a30a5bb89c0b075e,8bb18fb1d0cc10c985afa823ecec6d18,89706b99ddd00dc05d37ef5cafc04276,2,Foul,Personal,cff694c8186a4bd377de400e4f60fe47,012059d397c0b7e5a30a5bb89c0b075e
62,021fd159b55773fba8157e2090fe0fe2,168,8,2,566966,5250,0,0,0,0,012059d397c0b7e5a30a5bb89c0b075e,d6bc5eb6ed54c734628cb4d237f99031,881f83d2dee3f18c7d1751659406144e,2,Substitution,,012059d397c0b7e5a30a5bb89c0b075e,012059d397c0b7e5a30a5bb89c0b075e
63,021fd159b55773fba8157e2090fe0fe2,169,8,2,566979,5250,0,0,0,0,012059d397c0b7e5a30a5bb89c0b075e,89706b99ddd00dc05d37ef5cafc04276,314c71574689f752c17b83cd6a4d770e,2,Substitution,,012059d397c0b7e5a30a5bb89c0b075e,
64,021fd159b55773fba8157e2090fe0fe2,172,6,2,567337,4960,1,0,0,0,cff694c8186a4bd377de400e4f60fe47,cec898a1d355dbfbad8c760615fde1af,33963fe856a1523ff46438ba07d1d99f,3,Foul,Personal,012059d397c0b7e5a30a5bb89c0b075e,cff694c8186a4bd377de400e4f60fe47
65,021fd159b55773fba8157e2090fe0fe2,176,6,2,567918,4580,2,0,0,2,cff694c8186a4bd377de400e4f60fe47,2d9594e4d250679e7a3383ad5ccd2f44,603daefb2fa321f3abab289805fdcc25,3,Foul,Shooting,012059d397c0b7e5a30a5bb89c0b075e,cff694c8186a4bd377de400e4f60fe47
66,021fd159b55773fba8157e2090fe0fe2,177,3,2,568079,4580,11,1,0,0,cff694c8186a4bd377de400e4f60fe47,603daefb2fa321f3abab289805fdcc25,6bcf6c1f8c373d25fca1579bc4464a91,3,Free Throw,Free Throw 1 of 2,cff694c8186a4bd377de400e4f60fe47,
67,021fd159b55773fba8157e2090fe0fe2,179,8,2,568228,4580,0,0,0,0,cff694c8186a4bd377de400e4f60fe47,2d9594e4d250679e7a3383ad5ccd2f44,1362d9ad805e7cc4ea3a9467c91142d6,3,Substitution,,012059d397c0b7e5a30a5bb89c0b075e,012059d397c0b7e5a30a5bb89c0b075e
68,021fd159b55773fba8157e2090fe0fe2,180,3,2,568274,4580,12,2,0,0,cff694c8186a4bd377de400e4f60fe47,603daefb2fa321f3abab289805fdcc25,6bcf6c1f8c373d25fca1579bc4464a91,3,Free Throw,Free Throw 2 of 2,cff694c8186a4bd377de400e4f60fe47,
69,021fd159b55773fba8157e2090fe0fe2,183,6,2,568580,4430,2,1,0,2,012059d397c0b7e5a30a5bb89c0b075e,c1fe6ed491d04e3cdf50755dff23b263,881f83d2dee3f18c7d1751659406144e,2,Foul,Shooting,cff694c8186a4bd377de400e4f60fe47,012059d397c0b7e5a30a5bb89c0b075e
70,021fd159b55773fba8157e2090fe0fe2,184,3,2,568682,4430,11,1,0,0,012059d397c0b7e5a30a5bb89c0b075e,881f83d2dee3f18c7d1751659406144e,6bcf6c1f8c373d25fca1579bc4464a91,2,Free Throw,Free Throw 1 of 2,012059d397c0b7e5a30a5bb89c0b075e,
71,021fd159b55773fba8157e2090fe0fe2,186,3,2,568910,4430,12,1,0,0,012059d397c0b7e5a30a5bb89c0b075e,881f83d2dee3f18c7d1751659406144e,6bcf6c1f8c373d25fca1579bc4464a91,2,Free Throw,Free Throw 2 of 2,012059d397c0b7e5a30a5bb89c0b075e,
72,021fd159b55773fba8157e2090fe0fe2,188,1,2,569043,4330,42,2,0,0,cff694c8186a4bd377de400e4f60fe47,c1fe6ed491d04e3cdf50755dff23b263,6bcf6c1f8c373d25fca1579bc4464a91,3,Made Shot,Driving Layup Shot,cff694c8186a4bd377de400e4f60fe47,
73,021fd159b55773fba8157e2090fe0fe2,190,1,2,569213,4160,97,2,0,0,012059d397c0b7e5a30a5bb89c0b075e,314c71574689f752c17b83cd6a4d770e,6bcf6c1f8c373d25fca1579bc4464a91,2,Made Shot,Tip Layup Shot,012059d397c0b7e5a30a5bb89c0b075e,
74,021fd159b55773fba8157e2090fe0fe2,192,6,2,569435,4020,2,0,0,2,cff694c8186a4bd377de400e4f60fe47,314c71574689f752c17b83cd6a4d770e,33963fe856a1523ff46438ba07d1d99f,3,Foul,Shooting,cff694c8186a4bd377de400e4f60fe47,cff694c8186a4bd377de400e4f60fe47
75,021fd159b55773fba8157e2090fe0fe2,193,3,2,569620,4020,11,1,0,0,cff694c8186a4bd377de400e4f60fe47,33963fe856a1523ff46438ba07d1d99f,6bcf6c1f8c373d25fca1579bc4464a91,3,Free Throw,Free Throw 1 of 2,cff694c8186a4bd377de400e4f60fe47,
76,021fd159b55773fba8157e2090fe0fe2,195,8,2,569680,4020,0,0,0,0,cff694c8186a4bd377de400e4f60fe47,8bb18fb1d0cc10c985afa823ecec6d18,57bbd7e30bc694aeee9ee40c583e6811,3,Substitution,,cff694c8186a4bd377de400e4f60fe47,cff694c8186a4bd377de400e4f60fe47
77,021fd159b55773fba8157e2090fe0fe2,196,8,2,569703,4020,0,0,0,0,cff694c8186a4bd377de400e4f60fe47,c1fe6ed491d04e3cdf50755dff23b263,307beab25b1021a548b4a47550bc4b25,3,Substitution,,cff694c8186a4bd377de400e4f60fe47,cff694c8186a4bd377de400e4f60fe47
78,021fd159b55773fba8157e2090fe0fe2,197,3,2,569734,4020,12,1,0,0,cff694c8186a4bd377de400e4f60fe47,33963fe856a1523ff46438ba07d1d99f,6bcf6c1f8c373d25fca1579bc4464a91,3,Free Throw,Free Throw 2 of 2,cff694c8186a4bd377de400e4f60fe47,
79,021fd159b55773fba8157e2090fe0fe2,199,6,2,570053,3910,2,1,0,2,012059d397c0b7e5a30a5bb89c0b075e,33963fe856a1523ff46438ba07d1d99f,1362d9ad805e7cc4ea3a9467c91142d6,2,Foul,Shooting,cff694c8186a4bd377de400e4f60fe47,012059d397c0b7e5a30a5bb89c0b075e
80,021fd159b55773fba8157e2090fe0fe2,200,3,2,570117,3910,11,1,0,0,012059d397c0b7e5a30a5bb89c0b075e,1362d9ad805e7cc4ea3a9467c91142d6,6bcf6c1f8c373d25fca1579bc4464a91,2,Free Throw,Free Throw 1 of 2,012059d397c0b7e5a30a5bb89c0b075e,
81,021fd159b55773fba8157e2090fe0fe2,202,8,2,570309,3910,0,0,0,0,012059d397c0b7e5a30a5bb89c0b075e,603daefb2fa321f3abab289805fdcc25,c00264c3114d23bac482e9de50fb7d28,2,Substitution,,cff694c8186a4bd377de400e4f60fe47,cff694c8186a4bd377de400e4f60fe47
82,021fd159b55773fba8157e2090fe0fe2,203,3,2,570320,3910,12,1,0,0,012059d397c0b7e5a30a5bb89c0b075e,1362d9ad805e7cc4ea3a9467c91142d6,6bcf6c1f8c373d25fca1579bc4464a91,2,Free Throw,Free Throw 2 of 2,012059d397c0b7e5a30a5bb89c0b075e,
83,021fd159b55773fba8157e2090fe0fe2,209,6,2,570760,3670,17,1,0,0,cff694c8186a4bd377de400e4f60fe47,314c71574689f752c17b83cd6a4d770e,6bcf6c1f8c373d25fca1579bc4464a91,3,Foul,Defense 3 Second,cff694c8186a4bd377de400e4f60fe47,
84,021fd159b55773fba8157e2090fe0fe2,210,3,2,570814,3670,16,1,0,0,cff694c8186a4bd377de400e4f60fe47,33963fe856a1523ff46438ba07d1d99f,6bcf6c1f8c373d25fca1579bc4464a91,3,Free Throw,Free Throw Technical,cff694c8186a4bd377de400e4f60fe47,
85,021fd159b55773fba8157e2090fe0fe2,212,8,2,570967,3670,0,0,0,0,cff694c8186a4bd377de400e4f60fe47,60b5f9f68ccbbf7ba3fa13a2189e2775,27ea17a8685c4919f157e83fe9cb2d9e,3,Substitution,,cff694c8186a4bd377de400e4f60fe47,cff694c8186a4bd377de400e4f60fe47
86,021fd159b55773fba8157e2090fe0fe2,221,8,2,573014,3220,0,0,0,0,012059d397c0b7e5a30a5bb89c0b075e,1362d9ad805e7cc4ea3a9467c91142d6,a99f44bbff39e352191a870e17f04537,2,Substitution,,012059d397c0b7e5a30a5bb89c0b075e,012059d397c0b7e5a30a5bb89c0b075e
